,2020/3/2,2020/3/3,2020/3/4,2020/3/5,2020/3/6,2020/3/7,2020/3/8,2020/3/9,2020/3/10,2020/3/11,2020/3/12,2020/3/13,2020/3/14,2020/3/15,2020/3/16,2020/3/17,2020/3/18,2020/3/19,2020/3/20,2020/3/21,2020/3/22,2020/3/23,2020/3/24,2020/3/25,2020/3/26,2020/3/27,2020/3/28,2020/3/29,2020/3/30,2020/3/31,2020/4/1,2020/4/2,2020/4/3,2020/4/4,2020/4/5,2020/4/6,2020/4/7,2020/4/8,2020/4/9,2020/4/10,2020/4/11,2020/4/12,2020/4/13,2020/4/14,2020/4/15,2020/4/16,2020/4/17,2020/4/18,2020/4/19,2020/4/20,2020/4/21,2020/4/22,2020/4/23,2020/4/24,2020/4/25,2020/4/26,2020/4/27,2020/4/28,2020/4/29,2020/4/30,2020/5/1,2020/5/2,2020/5/3,2020/5/4,2020/5/5,2020/5/6,2020/5/7,2020/5/8,2020/5/9,2020/5/10,2020/5/11,2020/5/12,2020/5/13,2020/5/14,2020/5/15,2020/5/16,2020/5/17,2020/5/18,2020/5/19,2020/5/20,2020/5/21,2020/5/22,2020/5/23,2020/5/24,2020/5/25,2020/5/26,2020/5/27,2020/5/28,2020/5/29,2020/5/30,2020/5/31,2020/6/1,2020/6/2,2020/6/3,2020/6/4,2020/6/5,2020/6/6,2020/6/7,2020/6/8,2020/6/9,2020/6/10,2020/6/11,2020/6/12,2020/6/13,2020/6/14,2020/6/15,2020/6/16,2020/6/17,2020/6/18,2020/6/19,2020/6/20,2020/6/21,2020/6/22,2020/6/23,2020/6/24,2020/6/25,2020/6/26,2020/6/27,2020/6/28,2020/6/29,2020/6/30,2020/7/1,2020/7/2,2020/7/3,2020/7/4,2020/7/5,2020/7/6,2020/7/7,2020/7/8,2020/7/9,2020/7/10,2020/7/11,2020/7/12,2020/7/13,2020/7/14,2020/7/15,2020/7/16,2020/7/17,2020/7/18,2020/7/19,2020/7/20,2020/7/21,2020/7/22,2020/7/23,2020/7/24,2020/7/25,2020/7/26,2020/7/27,2020/7/28,2020/7/29,2020/7/30,2020/7/31,2020/8/1,2020/8/2,2020/8/3,2020/8/4,2020/8/5,2020/8/6,2020/8/7,2020/8/8,2020/8/9,2020/8/10,2020/8/11,2020/8/12,2020/8/13,2020/8/14,2020/8/15,2020/8/16,2020/8/17,2020/8/18,2020/8/19,2020/8/20,2020/8/21,2020/8/22,2020/8/23,2020/8/24,2020/8/25,2020/8/26,2020/8/27,2020/8/28,2020/8/29,2020/8/30,2020/8/31,2020/9/1,2020/9/2,2020/9/3,2020/9/4,2020/9/5,2020/9/6,2020/9/7,2020/9/8,2020/9/9,2020/9/10,2020/9/11,2020/9/12,2020/9/13,2020/9/14,2020/9/15,2020/9/16,2020/9/17,2020/9/18,2020/9/19,2020/9/20,2020/9/21,2020/9/22,2020/9/23,2020/9/24,2020/9/25,2020/9/26,2020/9/27,2020/9/28,2020/9/29,2020/9/30,2020/10/1,2020/10/2,2020/10/3,2020/10/4,2020/10/5,2020/10/6,2020/10/7,2020/10/8,2020/10/9,2020/10/10,2020/10/11,2020/10/12,2020/10/13,2020/10/14,2020/10/15,2020/10/16,2020/10/17,2020/10/18,2020/10/19,2020/10/20,2020/10/21,2020/10/22,2020/10/23,2020/10/24,2020/10/25,2020/10/26,2020/10/27,2020/10/28,2020/10/29,2020/10/30,2020/10/31,2020/11/1,2020/11/2,2020/11/3,2020/11/4,2020/11/5,2020/11/6,2020/11/7,2020/11/8,2020/11/9,2020/11/10,2020/11/11,2020/11/12,2020/11/13,2020/11/14,2020/11/15,2020/11/16,2020/11/17,2020/11/18,2020/11/19,2020/11/20,2020/11/21,2020/11/22,2020/11/23,2020/11/24,2020/11/25,2020/11/26,2020/11/27,2020/11/28,2020/11/29,2020/11/30,2020/12/1,2020/12/2,2020/12/3,2020/12/4,2020/12/5,2020/12/6,2020/12/7,2020/12/8,2020/12/9,2020/12/10,2020/12/11,2020/12/12,2020/12/13,2020/12/14,2020/12/15,2020/12/16,2020/12/17,2020/12/18,2020/12/19,2020/12/20,2020/12/21,2020/12/22,2020/12/23,2020/12/24,2020/12/25,2020/12/26,2020/12/27,2020/12/28,2020/12/29,2020/12/30,2020/12/31,2021/1/1,2021/1/2,2021/1/3,2021/1/4,2021/1/5,2021/1/6,2021/1/7,2021/1/8,2021/1/9,2021/1/10,2021/1/11,2021/1/12,2021/1/13,2021/1/14,2021/1/15,2021/1/16,2021/1/17,2021/1/18,2021/1/19,2021/1/20,2021/1/21,2021/1/22,2021/1/23,2021/1/24,2021/1/25,2021/1/26,2021/1/27,2021/1/28,2021/1/29,2021/1/30,2021/1/31,2021/2/1,2021/2/2,2021/2/3,2021/2/4,2021/2/5,2021/2/6,2021/2/7,2021/2/8,2021/2/9,2021/2/10,2021/2/11,2021/2/12,2021/2/13,2021/2/14,2021/2/15,2021/2/16,2021/2/17,2021/2/18,2021/2/19,2021/2/20,2021/2/21,2021/2/22,2021/2/23,2021/2/24,2021/2/25,2021/2/26,2021/2/27,2021/2/28,2021/3/1
10314,0,0,0,0,0,0,2,3,3,3,5,9,10,15,32,36,44,55,60,39,38,53,67,72,75,76,52,53,91,81,81,85,84,57,49,94,90,83,75,67,55,43,39,71,38,66,49,48,75,56,52,51,42,42,41,15,27,20,21,23,35,14,24,20,15,7,12,7,11,11,8,6,2,8,13,8,5,5,5,2,7,5,6,3,5,7,6,11,7,4,8,0,0,5,5,3,15,7,3,4,5,3,2,2,1,6,2,2,0,2,5,9,6,1,1,2,4,2,4,4,5,1,2,7,6,2,4,3,1,4,2,5,4,3,3,4,1,1,2,1,3,8,0,5,6,2,1,6,3,6,4,7,2,3,4,2,0,11,6,4,2,1,3,6,3,2,2,5,1,2,4,7,6,0,7,1,1,4,4,1,3,3,1,3,3,5,4,6,2,2,0,10,13,2,8,7,7,5,2,5,4,4,3,5,5,5,3,5,8,4,1,3,6,0,7,10,5,5,3,5,8,7,16,15,3,3,4,5,10,15,3,7,8,14,3,2,5,7,8,10,11,8,9,20,8,16,16,17,11,39,6,14,14,13,35,0,11,27,36,21,34,38,19,18,19,26,38,29,34,54,36,40,27,34,34,86,30,66,61,58,0,61,58,54,63,47,46,32,74,54,60,72,58,49,42,40,67,78,61,49,46,55,79,65,61,105,99,52,55,93,84,113,66,98,89,56,80,83,70,84,68,77,63,73,60,42,77,68,45,50,56,46,57,54,64,42,36,50,53,29,26,49,50,45,40,40,37,37,20,48,28,27,23,70,38,46,22,37,28,32,26,38,28,55,24
10451,0,0,0,0,0,0,0,0,0,2,2,4,4,7,15,17,20,25,27,18,18,24,31,33,35,35,24,24,42,37,37,39,39,26,22,43,41,38,35,31,26,20,34,33,32,45,49,36,42,26,29,24,19,40,35,7,17,21,10,21,13,13,16,11,11,14,8,4,10,4,6,3,10,4,10,12,12,7,6,7,6,5,6,2,2,5,5,6,7,6,5,2,0,6,2,1,3,5,0,3,3,1,3,1,0,1,3,4,0,0,2,2,1,3,2,1,2,0,2,2,0,0,3,4,1,0,2,4,2,0,0,0,0,6,2,0,1,1,1,3,1,4,1,3,2,1,1,1,3,1,4,1,0,3,1,3,6,2,6,6,6,2,0,0,2,5,1,5,2,1,8,2,1,0,5,2,6,0,1,3,1,0,0,2,1,6,0,3,0,0,1,5,2,1,3,3,0,4,1,2,3,0,0,4,4,2,2,5,1,1,3,1,0,0,2,3,3,3,6,3,1,0,1,4,4,1,4,4,8,1,0,4,0,4,2,2,2,3,4,5,5,4,4,4,3,1,2,3,5,8,10,6,4,1,1,11,2,4,5,2,5,5,7,12,14,10,13,11,15,10,10,19,7,9,11,10,7,14,15,19,0,24,19,8,9,7,7,16,33,23,9,18,15,11,15,11,22,18,21,13,16,9,20,13,28,15,36,15,18,19,24,30,20,26,24,35,26,29,24,42,31,35,20,24,12,18,36,22,40,18,33,15,30,35,20,34,19,23,17,19,10,29,30,46,25,25,23,27,24,27,31,16,9,30,30,34,23,12,10,15,24,25,20,27,23
10452,0,0,0,0,0,0,0,0,0,2,4,6,7,11,22,26,31,39,42,28,27,37,47,51,53,53,36,37,64,57,57,60,59,40,42,66,63,58,53,47,39,30,38,50,39,73,63,47,34,40,45,36,30,72,58,10,34,42,12,32,36,22,40,23,11,14,15,4,13,18,11,9,9,28,27,13,11,20,2,22,16,19,12,13,3,16,16,10,12,9,3,0,4,2,19,10,14,7,9,3,5,5,7,1,4,5,4,3,3,8,7,4,2,6,6,4,6,1,4,7,10,3,7,4,12,3,7,4,3,3,5,2,5,3,3,6,4,7,4,2,5,6,0,4,0,9,3,4,5,1,2,1,3,7,1,2,5,5,7,6,8,3,1,10,13,8,6,2,3,3,5,5,3,5,7,4,3,7,5,2,8,3,2,7,3,6,0,4,2,2,0,6,8,9,4,3,4,12,5,5,5,7,0,2,3,3,4,6,12,2,1,0,11,5,6,7,5,2,1,3,5,2,5,7,4,3,4,4,4,2,6,6,6,7,6,7,4,3,4,8,9,7,7,4,7,3,12,5,10,9,12,16,7,10,7,19,8,19,7,9,21,15,17,31,27,24,19,10,11,21,13,21,20,28,21,24,12,39,21,29,0,26,33,36,42,31,31,12,32,36,31,27,35,21,28,19,28,45,33,27,26,25,22,21,50,62,71,22,24,43,38,55,48,59,56,64,61,27,48,75,71,54,52,43,16,41,53,55,64,41,38,17,63,54,52,41,37,31,23,22,11,44,40,38,47,48,43,42,56,52,42,29,26,50,42,37,15,24,40,7,40,47,51,47,32
10453,0,0,0,0,0,0,2,3,3,2,4,8,8,13,26,30,36,45,49,32,32,44,55,60,62,63,43,44,75,67,67,70,70,47,46,78,74,68,62,55,46,35,42,46,27,80,40,51,42,47,48,42,35,58,45,12,33,38,11,25,42,32,36,18,14,20,16,11,28,30,11,7,15,17,24,8,16,13,7,6,15,14,10,10,8,15,6,6,11,7,5,3,0,3,4,5,8,7,3,3,4,8,3,6,7,1,1,4,3,6,3,8,4,2,6,3,3,4,5,8,13,6,3,5,10,3,8,2,2,2,7,3,4,3,1,4,7,5,3,2,2,12,1,3,3,6,0,2,3,5,1,9,5,6,2,2,2,4,4,3,7,6,2,7,5,6,9,5,11,2,6,1,3,4,5,3,4,6,1,10,6,5,3,4,0,5,0,6,1,1,0,2,6,0,3,3,2,10,5,1,3,6,1,5,5,1,3,3,0,3,2,2,6,7,1,5,6,8,2,6,4,5,9,5,2,4,2,4,12,1,7,7,4,2,13,4,5,5,5,9,10,8,8,11,6,4,5,3,13,7,9,2,8,7,10,13,11,16,11,15,19,14,19,18,27,16,12,15,18,15,15,12,22,26,29,17,28,31,19,24,0,30,39,30,35,26,26,16,34,19,23,53,29,17,34,15,42,33,48,30,29,26,42,37,40,44,72,38,26,25,35,64,65,44,46,47,63,38,54,59,33,48,43,54,19,44,55,65,48,41,46,27,51,65,61,50,54,37,33,29,14,43,52,62,38,38,35,57,53,32,33,35,23,114,47,45,16,31,29,27,36,33,39,44,22
10454,0,0,0,0,0,0,0,0,0,1,2,4,4,6,13,15,18,22,24,16,15,21,27,29,30,30,21,21,36,32,32,34,34,23,21,38,36,30,30,27,22,17,16,17,33,32,26,31,14,23,16,20,17,30,29,6,14,19,12,14,12,11,9,6,7,10,8,0,14,8,11,3,8,1,10,6,3,8,3,10,5,7,1,5,2,5,7,4,2,1,1,2,0,5,0,3,2,1,3,4,2,4,5,0,2,1,1,1,1,0,1,1,0,1,1,4,1,4,4,3,4,0,2,4,4,2,3,2,0,1,2,2,3,1,0,1,3,3,1,2,4,3,0,2,0,8,2,0,1,1,0,3,3,0,0,1,3,2,2,1,1,2,1,3,2,3,2,5,0,1,0,3,3,1,0,1,2,0,0,0,0,1,4,3,2,0,2,1,0,0,0,4,1,1,0,0,0,1,0,0,1,2,2,2,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,1,1,0,0,2,0,0,0,2,3,0,2,1,0,3,2,2,3,2,3,4,3,3,3,7,0,3,10,2,7,7,7,1,7,3,9,2,4,10,5,2,4,9,6,7,4,9,3,6,13,17,13,3,8,13,6,13,23,30,15,0,12,9,15,18,13,13,14,14,15,13,15,12,10,16,11,17,13,21,12,12,9,26,12,14,29,25,10,12,22,16,23,22,23,32,11,23,15,20,33,27,40,33,20,17,20,28,31,28,24,21,10,25,30,23,28,12,22,9,11,10,34,23,27,21,21,19,24,25,16,6,10,5,12,24,17,10,20,15,7,20,11,17,14,17
10455,0,0,0,0,0,0,0,0,0,1,2,4,4,6,12,14,17,22,24,16,15,21,26,29,30,30,20,21,36,32,32,34,33,23,17,37,36,30,30,27,22,17,22,42,26,34,41,32,36,22,25,20,17,29,32,6,19,17,8,19,21,19,23,8,7,12,10,3,15,5,6,3,3,11,10,8,3,5,6,8,8,12,5,6,1,8,4,6,3,3,4,0,3,4,2,0,4,1,2,0,1,2,1,1,1,0,1,6,2,1,2,2,0,4,5,2,2,6,1,5,7,5,1,5,8,2,5,3,0,4,7,4,3,4,1,4,3,1,1,2,3,4,0,1,0,3,0,1,3,2,1,1,4,1,2,6,4,0,3,2,3,1,3,2,4,2,5,6,5,0,3,2,1,4,2,0,0,2,0,2,0,3,1,3,6,1,0,1,1,1,0,2,3,2,0,0,4,1,2,0,0,1,0,1,1,3,0,0,3,1,1,1,1,6,2,0,0,3,3,4,0,4,4,3,0,1,0,0,4,2,0,4,4,0,4,2,2,2,4,4,4,3,4,2,6,3,3,5,6,3,3,7,0,4,5,3,7,7,6,3,6,2,6,6,3,10,9,7,8,16,17,15,7,10,11,7,14,11,12,15,30,14,14,16,19,14,14,4,15,15,13,14,11,9,12,5,19,10,18,14,9,8,20,12,9,24,25,14,13,21,11,27,18,21,21,25,31,25,23,37,18,42,25,18,11,13,29,36,27,22,26,12,24,22,25,42,24,24,6,14,6,28,36,31,26,26,24,17,23,13,12,13,19,33,27,20,16,14,20,8,18,18,28,18,17
10456,0,0,0,0,0,0,2,3,3,3,5,9,9,14,29,34,41,51,55,36,35,49,62,67,69,70,48,49,84,75,75,79,78,53,71,87,83,77,70,62,51,40,45,75,45,81,60,30,52,52,48,47,39,71,52,14,37,32,18,40,37,25,45,27,21,22,16,10,15,15,14,8,10,21,14,13,14,8,12,7,10,11,6,9,2,10,7,12,9,12,11,1,6,7,5,1,6,5,4,2,7,5,10,7,1,8,3,11,1,5,6,3,2,3,8,6,6,6,4,6,9,2,2,2,7,3,6,3,3,6,4,7,3,3,4,3,7,5,5,3,3,8,2,9,0,4,1,1,7,5,2,4,2,5,1,4,11,8,1,5,4,1,3,7,5,9,2,7,2,1,0,4,3,2,8,1,4,1,2,6,2,0,5,5,1,5,5,6,0,0,3,4,7,6,4,3,4,7,2,3,4,0,2,0,1,2,4,3,5,4,2,0,4,1,8,0,3,5,3,5,3,4,4,2,3,3,2,1,3,3,8,7,1,6,4,1,3,4,2,5,5,4,4,2,7,2,6,2,2,8,8,11,6,4,4,15,18,12,14,10,20,11,18,13,26,18,21,7,14,25,17,22,27,15,23,11,26,21,26,26,0,31,24,24,28,21,21,22,34,20,17,36,16,20,30,15,20,28,22,29,24,17,35,20,37,37,55,34,25,42,29,39,47,46,60,42,49,37,45,61,56,64,51,29,26,30,57,78,52,54,42,24,60,60,70,37,28,43,22,17,17,44,53,53,74,75,68,28,48,43,40,32,21,51,42,52,17,27,33,22,29,39,32,39,27
10457,0,0,0,0,0,0,0,0,0,2,4,7,7,12,24,28,34,42,46,30,30,41,51,56,58,59,40,41,70,62,62,66,65,44,50,73,69,64,58,52,43,33,35,65,23,81,36,41,36,43,47,39,33,44,39,11,33,33,24,22,38,28,27,23,13,14,11,5,28,18,10,5,9,8,8,12,3,16,5,1,16,4,4,21,10,16,4,26,10,4,6,4,6,2,5,4,5,7,0,5,12,3,4,6,4,5,2,5,2,3,2,4,5,7,4,3,4,2,8,8,0,5,5,4,8,3,8,3,2,5,5,5,1,5,13,10,11,3,11,4,6,22,4,5,7,12,0,3,5,7,9,4,6,2,3,2,1,6,5,0,9,0,3,2,5,2,2,3,2,2,0,5,4,3,4,2,3,2,0,9,7,4,1,0,2,3,1,4,3,3,0,6,2,3,7,6,3,6,0,0,2,4,0,2,0,0,5,5,3,0,2,0,0,3,5,0,1,2,3,1,2,3,4,10,3,3,2,5,11,3,1,2,3,2,2,5,3,4,3,5,5,4,5,3,3,2,5,3,6,14,10,11,6,8,12,7,12,12,13,13,17,5,5,24,13,16,24,13,9,19,23,27,10,24,26,19,17,27,16,25,0,19,20,27,32,23,23,18,38,22,24,31,23,21,19,17,16,24,29,31,20,13,30,21,30,47,54,33,15,29,27,59,45,31,45,34,48,32,52,67,45,38,39,33,21,43,45,56,58,60,42,11,43,43,77,55,30,29,26,28,17,47,48,33,39,39,36,52,35,41,37,18,20,60,44,44,22,27,34,28,43,32,45,30,29
10458,0,0,0,0,0,0,0,0,0,2,4,7,7,11,23,26,32,39,43,28,27,38,48,52,54,54,37,38,65,58,58,61,60,41,46,68,64,59,54,48,40,31,46,46,23,86,35,28,37,40,40,37,30,58,36,11,29,19,18,33,26,25,29,21,14,21,20,3,13,18,12,4,7,17,13,14,9,12,6,8,10,10,11,4,3,10,8,9,7,11,7,4,0,6,9,3,7,3,6,2,5,6,6,5,1,4,2,7,3,1,2,4,1,2,1,5,3,5,2,8,12,5,5,2,6,3,8,1,3,6,6,7,1,5,3,4,3,5,5,1,1,9,4,6,3,15,1,6,5,4,4,3,3,1,5,7,10,8,9,2,4,1,1,9,15,5,6,9,0,2,2,4,6,1,4,4,0,2,9,7,0,1,4,1,0,4,0,0,3,3,0,5,3,1,4,3,2,0,1,0,7,5,6,7,4,2,6,5,5,2,1,4,5,5,2,4,4,4,1,3,0,3,3,4,5,4,0,5,9,3,7,2,7,7,3,5,4,3,7,8,8,6,7,7,8,6,11,8,8,16,17,12,13,12,5,18,15,13,11,7,10,10,14,16,23,12,29,10,12,24,22,17,8,10,17,16,29,26,12,12,0,30,25,27,32,23,23,21,26,22,28,32,30,13,30,23,19,27,44,26,33,19,32,28,45,53,56,27,22,36,33,55,53,57,48,35,57,36,46,53,52,58,36,42,24,44,64,65,68,39,41,44,49,65,57,42,74,43,39,23,17,52,72,61,44,45,40,49,54,52,38,37,21,76,46,41,20,27,37,23,46,44,34,42,27
10459,0,0,0,0,0,0,0,0,0,2,3,5,5,9,17,20,24,30,33,22,21,29,37,40,42,42,29,29,50,45,45,47,47,32,23,52,50,46,42,37,31,24,16,46,16,45,37,28,22,31,17,28,23,45,52,8,19,21,9,24,20,10,19,14,22,12,8,4,21,9,2,1,5,6,9,15,5,5,3,4,4,1,6,2,0,4,3,6,6,5,6,1,2,7,2,0,3,4,3,2,2,1,3,0,2,0,3,3,3,0,2,1,1,3,3,0,3,3,1,5,11,3,1,5,5,2,5,4,2,2,5,3,2,1,0,7,1,3,5,0,4,9,0,3,1,2,0,0,4,2,0,1,2,1,2,5,4,4,2,2,0,3,0,2,3,2,1,4,0,0,0,2,1,1,3,6,1,0,3,1,1,3,5,1,3,3,1,3,1,1,0,3,2,7,6,5,3,0,3,5,2,3,0,3,4,0,2,3,0,3,2,0,2,3,3,1,2,2,0,4,2,1,1,6,3,1,2,1,4,2,3,3,1,1,3,1,2,4,1,3,4,3,3,4,13,1,6,5,3,11,11,0,2,12,11,4,4,10,15,11,8,8,14,9,9,8,8,0,10,7,5,14,7,19,15,13,16,14,7,15,0,11,12,7,8,6,6,8,10,12,11,23,18,12,10,17,12,20,26,19,12,18,15,15,37,40,43,13,19,27,21,34,33,25,30,29,43,19,34,40,27,33,31,24,24,27,39,42,40,41,19,11,37,38,36,42,22,21,7,10,22,26,23,17,29,29,27,26,35,28,31,21,10,46,27,21,10,21,13,6,19,25,34,26,15
10460,0,0,0,0,0,0,0,0,0,2,3,5,5,8,17,20,24,30,33,21,21,29,37,40,41,42,28,29,50,44,44,47,46,31,26,52,49,45,41,37,30,23,30,46,28,75,39,29,23,31,32,28,23,37,39,8,22,26,14,14,19,15,27,14,18,18,13,7,7,8,11,6,11,14,11,12,7,5,4,4,6,6,2,6,2,6,8,7,5,8,2,0,0,3,2,2,5,9,2,3,5,2,2,4,3,3,2,3,3,3,3,5,7,1,2,3,4,2,0,4,8,1,2,3,2,2,4,1,4,6,3,7,4,2,0,2,1,3,2,5,2,7,1,3,0,7,1,4,1,2,2,3,2,3,0,6,4,5,9,1,3,2,1,6,10,5,4,4,2,0,4,1,1,1,1,0,6,2,2,2,1,1,1,5,2,3,3,0,2,2,0,5,1,0,1,1,3,3,1,1,0,5,0,2,1,2,1,2,4,0,1,3,3,4,1,2,1,0,3,6,1,4,4,3,2,5,1,1,4,5,2,10,0,6,3,1,2,0,3,4,4,3,3,2,5,4,2,4,9,10,4,9,0,12,3,5,7,5,7,7,13,7,8,9,9,5,8,7,9,16,8,18,5,21,16,17,23,15,19,17,11,32,26,18,21,16,15,11,21,9,17,23,19,16,15,24,28,24,29,22,20,14,20,29,26,35,35,20,16,22,29,40,35,24,35,36,34,28,27,54,47,39,36,25,24,28,50,26,41,51,21,12,47,56,65,31,17,22,28,27,18,38,26,43,37,37,34,35,29,36,30,23,22,54,27,32,13,15,21,22,35,36,42,32,22
10461,0,0,0,0,0,0,0,0,0,2,4,6,7,11,22,25,31,38,41,27,27,37,47,50,52,53,36,37,63,56,56,59,59,40,40,66,63,58,52,47,39,30,19,46,24,66,36,29,28,39,40,36,29,55,31,10,26,26,18,25,22,26,22,15,18,11,13,3,4,12,7,2,11,7,11,8,7,12,3,7,4,4,3,4,0,4,2,8,6,2,1,2,2,0,4,0,2,4,3,8,7,2,5,1,0,3,1,1,3,2,4,3,0,0,1,2,2,0,0,3,0,0,3,4,2,1,3,0,0,1,0,0,2,3,0,0,2,0,1,1,1,5,1,2,3,2,1,1,3,4,3,0,0,3,0,2,1,2,1,0,2,0,2,2,1,2,1,0,1,2,1,1,1,0,3,1,2,3,0,3,0,3,3,8,1,4,0,4,2,2,0,5,6,3,2,2,1,1,2,1,1,1,1,3,1,3,2,1,3,0,2,1,3,4,0,8,5,3,2,0,5,2,1,1,2,4,0,3,2,2,3,3,2,3,3,2,3,9,1,6,6,5,5,8,2,3,3,4,1,5,5,6,4,6,8,1,6,7,6,5,11,6,15,12,9,10,10,15,16,17,14,7,8,16,23,19,17,21,26,26,0,38,23,15,18,13,13,18,21,19,22,31,13,10,10,29,24,20,21,16,16,23,32,19,23,63,36,11,22,19,25,41,39,36,38,31,29,26,32,45,42,41,29,35,16,28,40,36,31,27,29,27,30,41,44,39,25,19,24,20,25,42,28,30,38,38,35,33,27,46,17,14,12,33,33,25,20,21,28,17,25,30,23,21,18
10462,0,0,0,0,0,0,3,3,3,2,4,8,8,13,26,31,37,46,50,33,32,45,56,61,63,64,43,45,77,68,68,72,71,48,35,79,75,70,63,56,47,36,22,61,24,89,53,46,33,47,47,43,35,60,24,13,28,23,12,33,29,30,22,19,7,6,20,6,23,22,11,4,10,10,10,17,6,10,8,6,8,10,6,3,3,7,4,12,6,4,5,3,0,12,3,6,3,4,2,3,6,2,4,1,1,2,2,2,3,2,3,4,1,1,4,3,1,3,1,4,8,1,3,1,5,2,4,3,0,4,6,1,3,0,1,2,1,3,3,2,7,6,1,1,1,4,3,3,3,3,1,3,2,0,2,7,4,2,5,0,5,2,4,2,4,5,5,8,5,6,9,2,4,3,8,4,4,1,1,3,4,3,0,8,4,0,2,1,2,2,0,6,6,0,6,5,5,2,3,3,4,4,0,6,3,2,4,6,2,4,2,5,9,1,1,4,5,3,3,4,3,9,5,3,3,5,2,2,10,1,12,5,3,11,4,1,4,4,5,7,8,6,6,4,10,6,9,8,10,13,3,9,2,6,18,1,7,13,7,2,10,14,11,4,12,18,10,8,10,23,11,22,8,23,24,26,33,31,23,33,0,32,24,25,29,22,21,24,17,20,23,24,25,22,17,31,19,33,42,28,17,20,38,24,45,36,44,20,35,37,30,44,53,41,49,50,45,36,65,88,51,52,54,59,25,42,54,55,55,38,50,23,38,54,66,52,18,22,23,23,31,66,54,55,46,47,42,33,49,26,36,33,28,51,48,61,32,34,57,20,43,43,45,39,17
10463,0,0,0,0,0,0,0,0,0,2,3,6,6,10,21,24,29,36,39,26,25,35,44,48,50,50,34,35,60,54,53,56,56,38,35,62,59,55,50,44,37,28,41,38,57,42,39,33,33,37,47,34,28,52,43,10,25,16,1,28,28,33,10,33,18,17,35,0,24,10,9,11,7,5,9,22,10,9,7,5,24,11,3,5,39,24,1,5,9,35,24,9,1,5,9,14,4,5,1,5,4,4,6,2,5,0,14,4,2,2,5,2,1,1,0,3,4,4,1,5,6,2,5,3,5,2,5,4,3,5,2,3,1,2,2,3,3,5,0,2,6,4,2,3,4,7,2,1,3,1,1,2,2,3,2,0,2,3,6,2,0,1,4,1,7,7,4,3,4,2,1,1,3,3,3,5,5,4,0,1,3,1,5,2,2,4,2,5,4,5,0,6,8,2,3,3,3,2,6,4,1,2,2,1,2,1,3,4,7,3,5,0,7,2,3,2,6,1,0,6,0,3,2,3,5,1,2,1,3,3,6,3,5,1,3,6,2,2,3,5,5,4,4,10,3,3,3,8,3,4,17,8,5,4,5,7,8,9,12,9,11,18,18,4,9,14,16,27,11,13,15,10,16,22,25,9,26,23,29,26,0,5,27,31,36,27,27,22,28,33,33,34,42,21,13,8,33,31,26,29,11,19,30,27,23,49,39,30,40,31,40,39,42,56,37,37,30,39,36,44,47,56,40,35,33,30,36,51,53,44,41,37,38,39,47,41,27,24,27,19,20,31,16,41,30,30,28,35,40,38,28,30,14,32,23,38,20,20,23,14,31,21,35,25,17
10464,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,2,2,3,4,4,4,4,3,3,5,4,4,5,4,3,5,5,5,4,4,4,3,2,1,3,1,13,1,0,1,3,7,3,2,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,2,0,1,1,0,0,1,0,1,1,2,0,2,4,3,7,6,5,0,4,2,2,2,2,2,2,2,2,3,3,3,4,2,7,0,2,5,1,1,2,5,2,1,1,1,1,2,2,1,5,2,1,1,1,2,1,2,2,4,4,3,1,1,7,1,2,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,3,1,1,1,0,1,2,3,0,1,1,3,3,0,0,0,1,2,0,0,0,2
